N,L,R0,M,T,Util,Idle,Collisions
116,20,8,6,50000,74.68,13.91,5705
117,20,8,6,50000,74.786,13.877999999999998,5668
118,20,8,6,50000,74.564,13.96,5738
119,20,8,6,50000,74.28,14.13,5795
120,20,8,6,50000,74.53800000000001,13.914000000000001,5774
121,20,8,6,50000,73.92,14.212,5934
122,20,8,6,50000,74.262,14.030000000000001,5854
123,20,8,6,50000,73.45,14.424000000000001,6063
124,20,8,6,50000,73.502,14.444,6027
125,20,8,6,50000,74.176,14.022000000000002,5901
126,20,8,6,50000,74.334,13.914000000000001,5876
127,20,8,6,50000,73.8,14.182,6009
128,20,8,6,50000,73.682,14.222000000000001,6048
129,20,8,6,50000,72.76,14.652000000000001,6294
130,20,8,6,50000,72.44,14.846,6357
131,20,8,6,50000,72.836,14.62,6272
132,20,8,6,50000,73.424,14.277999999999999,6149
133,20,8,6,50000,73.47,14.268,6131
134,20,8,6,50000,72.52199999999999,14.728,6375
135,20,8,6,50000,73.11999999999999,14.408000000000001,6236
136,20,8,6,50000,72.584,14.646,6385
137,20,8,6,50000,72.24000000000001,14.834,6463
138,20,8,6,50000,72.05,14.938,6506
139,20,8,6,50000,72.2,14.802000000000001,6499
140,20,8,6,50000,71.796,15.006,6599
141,20,8,6,50000,71.698,15.02,6641
142,20,8,6,50000,71.84,14.93,6615
143,20,8,6,50000,72.24000000000001,14.754000000000001,6503
144,20,8,6,50000,71.44,15.148,6706
145,20,8,6,50000,72.138,14.768,6547
146,20,8,6,50000,72.49600000000001,14.56,6472
147,20,8,6,50000,71.236,15.154,6805
148,20,8,6,50000,71.56,15.006,6717
149,20,8,6,50000,71.282,15.137999999999998,6790
150,20,8,6,50000,70.524,15.495999999999999,6990
151,20,8,6,50000,69.592,15.920000000000002,7244
152,20,8,6,50000,70.476,15.518,7003
153,20,8,6,50000,70.16,15.67,7085
154,20,8,6,50000,70.492,15.437999999999999,7035
155,20,8,6,50000,70.76599999999999,15.306000000000001,6964
156,20,8,6,50000,70.542,15.418000000000001,7020
157,20,8,6,50000,70.0,15.648000000000001,7176
158,20,8,6,50000,69.818,15.758,7212
159,20,8,6,50000,69.72,15.814,7233
160,20,8,6,50000,69.99,15.645999999999999,7182
161,20,8,6,50000,70.202,15.542,7128
162,20,8,6,50000,69.56,15.83,7305
163,20,8,6,50000,69.44,15.872,7344
164,20,8,6,50000,70.952,15.137999999999998,6955
165,20,8,6,50000,69.234,15.939999999999998,7413
166,20,8,6,50000,69.12,16.014,7433
167,20,8,6,50000,69.966,15.581999999999999,7226
168,20,8,6,50000,69.52000000000001,15.762,7359
169,20,8,6,50000,70.48,15.287999999999998,7116
170,20,8,6,50000,68.8,16.158,7521
171,20,8,6,50000,69.88,15.559999999999999,7280
172,20,8,6,50000,69.084,15.934000000000001,7491
173,20,8,6,50000,68.32000000000001,16.29,7695
174,20,8,6,50000,69.04,15.924,7518
175,20,8,6,50000,69.296,15.809999999999999,7447
176,20,8,6,50000,68.784,16.066,7575
177,20,8,6,50000,68.716,16.073999999999998,7605
178,20,8,6,50000,68.71199999999999,16.082,7603
179,20,8,6,50000,68.4,16.214000000000002,7693
